MonitoringLocationIdentifier,LongitudeMeasure_WGS84,LatitudeMeasure_WGS84,MonitoringDate,IndicatorsName,Value,Unit,SourceProvider
360,122.6333333,41.33333333,28/4/1991,pH,8,pH,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,28/4/1991,pH,8.5,pH,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,28/4/1991,pH,8.1,pH,Global River Water Quality Archive (GRQA)
191,120.85,32,28/4/1991,pH,7.1,pH,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,28/4/1991,pH,7.1,pH,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,28/4/1991,TEMP,10,Deg C,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,28/4/1991,TSSs,11.1,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,6/5/1991,DO,9.64,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,6/5/1991,NO3N,3.4,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,8/5/1991,BOD,0.4,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,8/5/1991,TP,0.05,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,24/5/1991,BOD,1.33,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,24/5/1991,NO3N,1.77,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,24/5/1991,pH,8.1,pH,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,25/5/1991,BOD,1.3,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,25/5/1991,BOD,1.2,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,25/5/1991,BOD,3.9,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,25/5/1991,COD,17.4,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,25/5/1991,COD,6.3,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,25/5/1991,COD,2,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,25/5/1991,COD,1.6,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,25/5/1991,COD,2.1,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,25/5/1991,COD,3.8,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,25/5/1991,DO,8.6,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,25/5/1991,DO,8.4,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,25/5/1991,NO2N,0.003,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,25/5/1991,NO2N,0.165,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,25/5/1991,NO3N,0.49,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,25/5/1991,NO3N,0.35,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,25/5/1991,pH,7.1,pH,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,25/5/1991,pH,7,pH,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,25/5/1991,TEMP,16,Deg C,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,25/5/1991,TSSs,706.9,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,25/5/1991,TSSs,20.5,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,10/6/1991,BOD,0.73,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,10/6/1991,NO2N,0.006,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,11/6/1991,DO,6.8,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,11/6/1991,NO2N,0.003,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,11/6/1991,NO3N,0.89,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,11/6/1991,TEMP,25.4,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,11/6/1991,TSSs,141,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,11/6/1991,TSSs,39,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,25/6/1991,BOD,4.8,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,25/6/1991,DO,8.1,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,25/6/1991,DO,7.1,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,25/6/1991,DO,6.5,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,25/6/1991,DO,4.2,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,25/6/1991,NO3N,1.6,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,25/6/1991,TEMP,24,Deg C,Global River Water Quality Archive (GRQA)
191,120.85,32,25/6/1991,TEMP,22,Deg C,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,25/6/1991,TEMP,22.8,Deg C,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,25/6/1991,TSSs,171,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,8/7/1991,pH,8.25,pH,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,8/7/1991,TEMP,28,Deg C,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,8/7/1991,TP,2.37,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,13/7/1991,NO2N,0.002,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,13/7/1991,pH,7.9,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,13/7/1991,TEMP,28.5,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,17/7/1991,DO,6.41,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,17/7/1991,TP,0.237,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,25/7/1991,BOD,1.9,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,25/7/1991,BOD,1.7,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,25/7/1991,COD,3.1,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,25/7/1991,DO,7.7,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,25/7/1991,NO2N,0.047,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,25/7/1991,NO2N,0.066,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,25/7/1991,NO2N,0.001,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,25/7/1991,NO2N,0.003,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,25/7/1991,NO2N,0.009,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,25/7/1991,NO3N,1.1,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,25/7/1991,pH,7.8,pH,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,25/7/1991,pH,8.8,pH,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,25/7/1991,pH,8.1,pH,Global River Water Quality Archive (GRQA)
191,120.85,32,25/7/1991,pH,7.2,pH,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,25/7/1991,pH,7.4,pH,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,25/7/1991,TEMP,23,Deg C,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,25/7/1991,TSSs,65.8,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,12/8/1991,DO,7.79,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,12/8/1991,NO3N,2.32,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,14/8/1991,BOD,0.91,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,14/8/1991,BOD,0.6,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,14/8/1991,NO3N,0.98,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,14/8/1991,pH,8,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,14/8/1991,TP,0.05,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,25/8/1991,BOD,2.5,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,25/8/1991,BOD,3.1,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,25/8/1991,BOD,1,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,25/8/1991,COD,5.4,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,25/8/1991,COD,8.5,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,25/8/1991,COD,7.6,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,25/8/1991,COD,1.6,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,25/8/1991,COD,2.2,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,25/8/1991,COD,3.2,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,25/8/1991,DO,6.6,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,25/8/1991,DO,6.6,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,25/8/1991,NO2N,0.151,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,25/8/1991,NO3N,0.21,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,25/8/1991,NO3N,0.29,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,25/8/1991,pH,6.9,pH,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,25/8/1991,pH,7,pH,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,25/8/1991,TEMP,25,Deg C,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,25/8/1991,TSSs,33.6,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,9/9/1991,BOD,1.05,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,9/9/1991,NO2N,0.003,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,9/9/1991,NO2N,0.001,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,9/9/1991,TEMP,25.6,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,9/9/1991,TSSs,569,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,12/9/1991,DO,6.7,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,12/9/1991,NO3N,0.64,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,12/9/1991,TSSs,51,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,25/9/1991,BOD,1.7,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,25/9/1991,DO,6,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,25/9/1991,DO,5.2,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,25/9/1991,DO,3.5,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,25/9/1991,NO2N,0.006,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,25/9/1991,NO3N,1.12,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,25/9/1991,TEMP,15,Deg C,Global River Water Quality Archive (GRQA)
191,120.85,32,25/9/1991,TEMP,25,Deg C,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,25/9/1991,TEMP,23.7,Deg C,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,25/9/1991,TSSs,993.3,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,25/9/1991,TSSs,83,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/10/1991,pH,8.05,pH,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/10/1991,TEMP,18,Deg C,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/10/1991,TP,2.96,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,9/10/1991,NO2N,0.002,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,9/10/1991,pH,8.1,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,9/10/1991,TEMP,30,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,16/10/1991,DO,7.72,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,16/10/1991,TP,0.23,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,25/10/1991,BOD,1.8,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,25/10/1991,BOD,0.4,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,25/10/1991,COD,4,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,25/10/1991,DO,5.2,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,25/10/1991,DO,7.1,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,25/10/1991,NO2N,0.048,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,25/10/1991,NO2N,0.179,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,25/10/1991,NO2N,0.001,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,25/10/1991,NO2N,0.024,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,25/10/1991,NO2N,0.01,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,25/10/1991,NO3N,0.7,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,25/10/1991,pH,8,pH,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,25/10/1991,pH,8.5,pH,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,25/10/1991,pH,8.1,pH,Global River Water Quality Archive (GRQA)
191,120.85,32,25/10/1991,pH,8.1,pH,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,25/10/1991,pH,7.8,pH,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,25/10/1991,TEMP,15,Deg C,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,25/10/1991,TSSs,35.2,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,6/11/1991,DO,10.52,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,6/11/1991,NO3N,3.75,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,9/11/1991,BOD,0.5,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,9/11/1991,TP,0.05,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,11/11/1991,BOD,0.69,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,11/11/1991,NO3N,1.88,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,11/11/1991,pH,8.2,pH,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,25/11/1991,BOD,2.6,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,25/11/1991,BOD,1.6,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,25/11/1991,BOD,1.6,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,25/11/1991,COD,6.6,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,25/11/1991,COD,7.4,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,25/11/1991,COD,2.6,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,25/11/1991,COD,2,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,25/11/1991,COD,2.5,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,25/11/1991,COD,3,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,25/11/1991,DO,7.3,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,25/11/1991,DO,8.5,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,25/11/1991,NO2N,0.114,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,25/11/1991,NO3N,0.2,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,25/11/1991,NO3N,1.01,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,25/11/1991,pH,7.2,pH,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,25/11/1991,pH,6.9,pH,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,25/11/1991,TEMP,8,Deg C,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,25/11/1991,TSSs,11.4,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,11/12/1991,BOD,2.68,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,11/12/1991,NO2N,0.01,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,12/12/1991,NO2N,0.052,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,12/12/1991,TEMP,12.2,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,12/12/1991,TSSs,80,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,13/12/1991,DO,8.2,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,13/12/1991,NO3N,0.64,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,13/12/1991,TSSs,3,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,25/12/1991,BOD,3.6,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,25/12/1991,DO,9.6,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,25/12/1991,DO,7.8,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,25/12/1991,DO,6.3,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,25/12/1991,NO2N,0.006,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,25/12/1991,NO3N,0.97,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,25/12/1991,TEMP,6,Deg C,Global River Water Quality Archive (GRQA)
191,120.85,32,25/12/1991,TEMP,16,Deg C,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,25/12/1991,TEMP,11.1,Deg C,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,25/12/1991,TSSs,54.4,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,13/1/1992,pH,7.8,pH,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,13/1/1992,TP,0.26,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,16/1/1992,NO2N,0.007,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,16/1/1992,pH,8,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,16/1/1992,TEMP,12.8,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,25/1/1992,DO,10.98,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,25/1/1992,TP,0.14,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,30/1/1992,BOD,1.6,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,30/1/1992,BOD,0.8,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,30/1/1992,COD,2.5,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,30/1/1992,DO,11.1,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,30/1/1992,NO2N,0.026,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,30/1/1992,NO2N,0.03,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,30/1/1992,NO2N,0.004,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,30/1/1992,NO2N,0.3,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,30/1/1992,NO3N,0.71,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,30/1/1992,pH,7.5,pH,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,30/1/1992,pH,8.1,pH,Global River Water Quality Archive (GRQA)
191,120.85,32,30/1/1992,pH,7.2,pH,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,30/1/1992,pH,7.8,pH,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,30/1/1992,TEMP,11.5,Deg C,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,30/1/1992,TSSs,81,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,12/2/1992,DO,13.1,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,12/2/1992,NO3N,2.98,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,12/2/1992,TEMP,1,Deg C,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,12/2/1992,TSSs,776,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,14/2/1992,BOD,0.4,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,14/2/1992,TP,0.05,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,20/2/1992,BOD,1.55,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,20/2/1992,NO3N,0.8,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,20/2/1992,pH,7.8,pH,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,29/2/1992,BOD,2.6,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,29/2/1992,COD,18.7,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,29/2/1992,COD,0.8,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,29/2/1992,COD,1.8,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,29/2/1992,COD,3.4,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,29/2/1992,DO,9.2,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,29/2/1992,DO,12.4,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,29/2/1992,DO,8.8,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,29/2/1992,NO2N,0.046,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,29/2/1992,NO3N,1.5,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,29/2/1992,pH,8.3,pH,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,29/2/1992,pH,6.7,pH,Global River Water Quality Archive (GRQA)
191,120.85,32,29/2/1992,TP,0.001,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,29/2/1992,TSSs,25,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,5/3/1992,BOD,3.52,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,5/3/1992,NO2N,0.001,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,13/3/1992,DO,9,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,13/3/1992,NO3N,0.65,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,13/3/1992,TSSs,18,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,19/3/1992,NO2N,0.034,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,19/3/1992,TEMP,11.4,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,19/3/1992,TSSs,128,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,29/3/1992,BOD,15.3,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,29/3/1992,BOD,2.7,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,29/3/1992,BOD,0.6,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,29/3/1992,BOD,1.3,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,29/3/1992,COD,6.7,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,29/3/1992,COD,4.2,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,29/3/1992,DO,8.7,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,29/3/1992,DO,9.1,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,29/3/1992,NO2N,0.004,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,29/3/1992,NO2N,0.1,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,29/3/1992,NO3N,0.42,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,29/3/1992,NO3N,1.21,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,29/3/1992,pH,7,pH,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,29/3/1992,TEMP,6,Deg C,Global River Water Quality Archive (GRQA)
191,120.85,32,29/3/1992,TEMP,9.2,Deg C,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,29/3/1992,TEMP,11.2,Deg C,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,29/3/1992,TEMP,21.1,Deg C,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,29/3/1992,TSSs,27,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,10/4/1992,DO,8.89,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,10/4/1992,TP,0.09,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,12/4/1992,pH,7.9,pH,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,12/4/1992,TP,1.524,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,14/4/1992,NO2N,0.057,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,14/4/1992,pH,7.8,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,14/4/1992,TEMP,20,Deg C,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,30/4/1992,BOD,0.9,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,30/4/1992,BOD,4.1,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,30/4/1992,COD,2.5,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,30/4/1992,DO,9.8,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,30/4/1992,DO,6.6,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,30/4/1992,NO2N,0.017,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,30/4/1992,NO2N,0.01,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,30/4/1992,NO2N,0.002,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,30/4/1992,NO2N,0.015,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,30/4/1992,NO3N,0.8,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,30/4/1992,pH,7.8,pH,Global River Water Quality Archive (GRQA)
